Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2180,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25.0,1999,6,5,519,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,160,201,79.6,3898,2508,0,0.0,0.0,0.0,0,1,0,0,0,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,201,164,36,7,0,0,0,0,0,0,0,0,160,1,1,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,0,0.00,0,0,0,0,0,0,0,0.00,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,212,176,206,6,0,0,212,0,0,,0,,133,631,369,0,0,0,0,0,114,0,2705,ru RUS,GK,fr Ligue 1,25-365,1999,6,519,87,25.1,5.8,5,90,5,1,69,16,2.67,13,4,+9,+1.56,-0.24,12.4,6.8,+5.6,+0.97,2180,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,,144,ru RUS,GK,fr Ligue 1,25-365,1999,6,5,519,5.8,4,0.69,17,13,88.2,4,1,0,3,60.0,2,2,0,0,144,ru RUS,GK,fr Ligue 1,25-365,1999,5.8,4,2,0,0,0,4.4,0.16,+0.4,+0.06,20,51,39.2,171,30,25.7,28.9,56,3,5.4,11,1.91,19.0
2181,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,1999,20,18,1600,17.8,2,0,2,2,0,0,9,0,0.7,0.7,0.6,1.3,12,35,2,0.11,0.07,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,2,10,3,30.0,0.56,0.17,0.20,0.67,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,639,729,87.7,13294,4525,0,0.6,0.5,-0.6,6,33,3,0,35,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,729,699,29,22,0,12,1,2,0,0,0,0,639,1,7,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,11,0.62,8,0,2,0,1,0,2,0.11,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,46,26,32,11,3,37,59.5,15,20,12,8,24,70,88,3,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,934,141,486,411,44,17,934,14,10,71.4,3,21.4,503,2707,1406,12,7,0,6,5,564,2,2706,ml MLI,DF,fr Ligue 1,25-316,1999,20,1600,80,77.3,17.8,18,86,14,2,29,0,0.75,18,38,-20,-1.13,+1.36,21.4,33.9,-12.5,-0.70,2181,ml MLI,DF,fr Ligue 1,25-316,1999,17.8,9,0,0,28,11,1,1,24,26,0,0,0,73,31,36,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Richie Sagrado,be BEL,DF,Venezia,it Serie A,21.0,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.03,2182,be BEL,DF,it Serie A,21-025,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2182,be BEL,DF,it Serie A,21-025,2004,1.6,24,31,77.4,291,114,0,0.0,0.0,0.0,0,2,0,0,2,2182,be BEL,DF,it Serie A,21-025,2004,1.6,31,27,4,0,0,0,0,4,0,0,0,0,24,0,1,2182,be BEL,DF,it Serie A,21-025,2004,1.6,0,0.00,0,0,0,0,0,0,0,0.00,2182,be BEL,DF,it Serie A,21-025,2004,1.6,2,2,1,1,0,1,100.0,0,1,0,1,3,5,4,0,2182,be BEL,DF,it Serie A,21-025,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,2707,be BEL,DF,it Serie A,21-025,2004,3,140,47,6.0,1.6,3,47,0,0,,12,0.00,1,5,-4,-2.57,-1.96,0.8,3.4,-2.7,-1.71,2182,be BEL,DF,it Serie A,21-025,2004,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,2001,21,9,1056,11.7,3,3,6,3,0,0,1,0,2.6,2.6,3.1,5.7,59,74,137,0.51,0.49,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,3,21,7,33.3,1.79,0.60,0.14,0.43,16.1,0,0,0,2.6,2.6,0.13,+0.4,+0.4,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,425,502,84.7,5996,1611,3,3.1,3.8,-0.1,24,38,33,2,74,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,502,491,10,3,4,0,10,6,1,0,0,0,425,1,19,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,58,4.94,49,1,4,3,1,0,6,0.51,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,9,7,2,2,5,6,33.3,4,11,1,10,6,15,5,1,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,659,7,41,237,389,63,659,66,28,42.4,37,56.1,439,2873,1435,59,34,23,31,19,515,137,2708,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,21,1056,50,51.0,11.7,9,74,1,12,33,1,1.76,20,7,+13,+1.11,+0.93,18.2,12.3,+5.9,+0.50,2183,ma MAR,"FW,MF",fr Ligue 1,23-258,2001,11.7,1,0,0,6,9,1,10,6,7,0,0,0,45,0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,29.0,1995,14,6,487,5.4,1,0,1,1,0,0,2,0,2.0,2.0,0.3,2.3,7,14,30,0.18,0.42,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,1,9,3,33.3,1.66,0.55,0.11,0.33,13.9,0,0,0,2.0,2.0,0.22,-1.0,-1.0,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,109,142,76.8,1320,255,0,0.3,0.4,-0.3,5,4,6,0,14,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,142,129,13,1,0,1,5,2,0,0,0,0,109,0,3,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,16,2.96,11,0,3,1,1,0,0,0.00,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,6,5,2,4,0,3,66.7,1,1,0,1,0,6,2,0,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,181,3,11,84,88,26,181,15,6,40.0,9,60.0,102,479,222,7,7,3,10,5,136,30,2709,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,14,487,35,23.5,5.4,6,64,0,8,13,1,1.43,6,6,0,0.00,-0.06,7.0,8.4,-1.3,-0.24,2184,fr FRA,"FW,MF",fr Ligue 1,29-311,1995,5.4,2,0,0,13,2,4,5,0,5,0,0,0,8,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,26.0,1998,9,4,466,5.2,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,5,11,18,0.19,0.27,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,1,4,2,50.0,0.77,0.39,0.25,0.50,10.5,0,0,0,0.8,0.8,0.21,+0.2,+0.2,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,119,167,71.3,1863,722,0,0.6,0.3,-0.6,6,7,5,4,11,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,167,134,32,1,0,0,11,31,0,0,0,0,119,1,3,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,6,1.16,5,0,0,0,0,1,0,0.00,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,12,6,11,1,0,18,55.6,8,7,3,4,2,14,16,0,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,228,21,71,101,58,10,228,6,5,83.3,1,16.7,93,448,235,5,5,2,11,5,109,18,2710,fr FRA,DF,fr Ligue 1,26-127,1998,9,466,52,22.5,5.2,4,79,2,5,30,3,0.78,5,13,-8,-1.55,-0.14,5.8,11.0,-5.2,-1.01,2185,fr FRA,DF,fr Ligue 1,26-127,1998,5.2,2,0,0,3,3,0,11,2,6,0,0,0,18,12,7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23.0,2001,16,16,1268,14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,195,0.99,0.71,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,5,45,17,37.8,3.19,1.21,0.09,0.24,15.9,0,1,1,4.2,3.4,0.08,+0.8,+0.6,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,406,546,74.4,6315,1918,10,5.8,5.6,+4.2,42,11,28,9,53,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,546,476,67,7,4,2,99,10,50,47,0,2,406,3,18,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,89,6.32,52,17,9,8,3,0,21,1.49,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,22,13,5,10,7,19,47.4,10,16,0,16,2,24,7,0,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,733,6,40,163,536,115,732,73,33,45.2,29,39.7,463,3196,1846,72,19,37,24,35,526,195,2711,eng ENG,"FW,MF",eng Premier League,23-172,2001,16,1268,79,54.2,14.1,16,79,7,0,,0,2.06,30,13,+17,+1.21,+0.28,25.4,10.7,+14.7,+1.04,2186,eng ENG,"FW,MF",eng Premier League,23-172,2001,14.1,3,0,0,13,32,3,99,2,13,1,0,0,56,8,16,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,17.0,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0.00,0,0,0,0,0,0,0,0.00,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2713,de GER,MF,de Bundesliga,17-041,2008,1,1,1,0.0,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.30,0.0,0.0,0.0,0.00,2187,de GER,MF,de Bundesliga,17-041,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Marco Sala,it ITA,DF,Como,it Serie A,25.0,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.00,0.04,2188,it ITA,DF,it Serie A,25-265,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2188,it ITA,DF,it Serie A,25-265,1999,2.9,115,152,75.7,1728,523,0,0.1,0.2,-0.1,1,8,2,1,16,2188,it ITA,DF,it Serie A,25-265,1999,2.9,152,134,18,1,0,1,9,17,0,0,0,0,115,0,5,2188,it ITA,DF,it Serie A,25-265,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.00,2188,it ITA,DF,it Serie A,25-265,1999,2.9,9,6,5,3,1,8,62.5,3,2,0,2,1,10,9,0,2188,it ITA,DF,it Serie A,25-265,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16,2714,it ITA,DF,it Serie A,25-265,1999,8,261,33,11.2,2.9,3,70,1,5,10,8,0.88,2,8,-6,-2.07,-1.94,2.0,3.7,-1.7,-0.58,2188,it ITA,DF,it Serie A,25-265,1999,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23.0,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.50,0.29,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,88,129,68.2,1255,239,1,0.6,0.4,+0.4,6,2,2,2,7,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,129,127,1,0,0,1,15,0,1,0,1,0,88,1,7,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,11,2.76,8,0,2,1,0,0,2,0.50,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,4,2,1,1,2,6,16.7,5,2,0,2,2,6,0,0,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,186,0,15,81,94,16,186,25,9,36.0,16,64.0,124,780,423,15,8,6,12,6,138,40,2716,ma MAR,FW,fr Ligue 1,23-178,2001,12,358,30,17.3,4.0,4,59,1,8,15,5,1.08,5,7,-2,-0.50,-0.45,3.6,9.4,-5.8,-1.45,2189,ma MAR,FW,fr Ligue 1,23-178,2001,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,1992,27,27,2388,26.5,25,16,41,18,7,7,1,0,20.0,14.4,9.9,24.4,109,99,334,1.28,1.13,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,25,91,43,47.3,3.43,1.62,0.20,0.42,14.9,1,7,7,20.0,14.4,0.16,+5.0,+3.6,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,618,879,70.3,9343,2678,16,9.9,6.5,+6.1,59,39,67,12,99,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,879,856,17,5,12,3,50,12,0,0,0,0,618,6,41,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,119,4.48,85,1,17,10,4,2,21,0.79,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,16,10,6,5,5,11,54.5,5,4,0,4,4,20,5,0,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,1177,10,74,357,762,255,1170,94,49,52.1,42,44.7,813,4950,2558,109,41,93,78,53,993,334,2717,eg EGY,FW,eng Premier League,32-254,1992,27,2388,88,98.3,26.5,27,88,20,0,,0,2.37,64,26,+38,+1.43,+1.43,59.2,24.2,+35.0,+1.32,2190,eg EGY,FW,eng Premier League,32-254,1992,26.5,1,0,0,17,32,11,50,4,10,0,0,0,76,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,23.0,2002,1,1,77,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,1,10,0.00,0.40,2191,nl NED,DF,it Serie A,23-037,2002,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,2191,nl NED,DF,it Serie A,23-037,2002,0.9,48,58,82.8,769,122,0,0.0,0.0,0.0,1,1,0,0,1,2191,nl NED,DF,it Serie A,23-037,2002,0.9,58,48,9,0,0,0,3,9,0,0,0,0,48,1,3,2191,nl NED,DF,it Serie A,23-037,2002,0.9,2,2.34,2,0,0,0,0,0,0,0.00,2191,nl NED,DF,it Serie A,23-037,2002,0.9,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,2191,nl NED,DF,it Serie A,23-037,2002,0.9,68,1,13,27,29,4,68,3,0,0.0,3,100.0,36,311,206,7,3,2,1,0,49,10,2718,nl NED,DF,it Serie A,23-037,2002,1,77,77,3.4,0.9,1,77,0,0,,1,3.00,1,0,+1,+1.17,+0.92,0.9,0.2,+0.7,+0.87,2191,nl NED,DF,it Serie A,23-037,2002,0.9,0,0,0,0,1,0,3,0,1,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24.0,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.00,0.25,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,0,9,3,33.3,2.17,0.72,0.00,0.00,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,62,82,75.6,976,197,0,0.3,0.2,-0.3,5,5,2,0,9,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,82,75,7,0,0,2,4,0,0,0,0,0,62,0,4,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,8,1.93,5,0,0,2,0,1,0,0.00,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,3,2,0,2,1,3,0.0,3,2,1,1,1,4,0,0,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,2720,fr FRA,FW,fr Ligue 1,24-221,2000,17,373,22,18.0,4.1,2,68,0,15,16,2,1.29,4,7,-3,-0.72,-0.41,5.3,7.9,-2.6,-0.63,2192,fr FRA,FW,fr Ligue 1,24-221,2000,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,Jan Salas,es ESP,MF,Mallorca,es La Liga,19.0,2005,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.27,2193,es ESP,MF,es La Liga,19-198,2005,0.2,0,2,0,0.0,9.47,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2193,es ESP,MF,es La Liga,19-198,2005,0.2,12,15,80.0,142,29,0,0.0,0.0,0.0,0,2,0,0,0,2193,es ESP,MF,es La Liga,19-198,2005,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,2193,es ESP,MF,es La Liga,19-198,2005,0.2,1,4.74,0,0,0,1,0,0,0,0.00,2193,es ESP,MF,es La Liga,19-198,2005,0.2,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,2193,es ESP,MF,es La Liga,19-198,2005,0.2,19,0,8,8,3,0,19,0,0,,0,,5,34,29,0,1,0,1,0,9,0,2721,es ESP,MF,es La Liga,19-198,2005,2,19,10,0.9,0.2,0,,0,2,10,3,0.50,0,2,-2,-9.47,-9.26,0.1,1.3,-1.1,-5.40,2193,es ESP,MF,es La Liga,19-198,2005,0.2,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,Kike Salas,es ESP,DF,Sevilla,es La Liga,22.0,2002,18,12,1115,12.4,0,2,2,0,0,0,3,0,0.3,0.3,0.5,0.8,5,39,12,0.16,0.07,2194,es ESP,DF,es La Liga,22-307,2002,12.4,0,7,0,0.0,0.57,0.00,0.00,,15.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2194,es ESP,DF,es La Liga,22-307,2002,12.4,630,801,78.7,11245,4029,2,0.5,0.8,+1.5,5,41,1,1,39,2194,es ESP,DF,es La Liga,22-307,2002,12.4,801,731,67,21,0,5,5,44,0,0,0,0,630,3,7,2194,es ESP,DF,es La Liga,22-307,2002,12.4,12,0.97,11,0,0,1,0,0,4,0.32,2194,es ESP,DF,es La Liga,22-307,2002,12.4,21,13,8,8,5,24,54.2,11,15,7,8,19,40,54,0,2194,es ESP,DF,es La Liga,22-307,2002,12.4,931,71,441,417,77,9,931,4,2,50.0,2,50.0,408,1599,862,5,3,0,6,1,574,12,2722,es ESP,DF,es La Liga,22-307,2002,18,1115,62,51.6,12.4,12,87,9,6,11,5,1.39,16,20,-4,-0.32,-0.24,12.1,15.1,-3.0,-0.24,2194,es ESP,DF,es La Liga,22-307,2002,12.4,3,0,0,10,7,0,5,19,13,0,0,0,45,37,14,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,28.0,1996,19,17,1487,16.5,1,0,1,1,0,0,3,0,1.0,1.0,1.6,2.6,22,69,61,0.06,0.16,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,1,20,4,20.0,1.21,0.24,0.05,0.25,21.9,0,0,0,1.0,1.0,0.05,0.0,0.0,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,657,915,71.8,12378,5097,0,1.6,2.0,-1.6,18,53,20,8,69,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,915,721,192,10,2,10,58,175,7,4,2,0,657,2,21,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,44,2.66,32,7,1,2,2,0,3,0.18,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,32,14,15,14,3,32,56.3,14,22,4,18,14,46,42,0,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,1066,50,309,469,292,22,1066,8,3,37.5,5,62.5,460,1751,982,22,27,2,3,4,595,61,2724,gr GRE,"MF,DF",de Bundesliga,28-165,1996,19,1487,78,71.8,16.5,17,84,7,2,30,1,1.11,15,17,-2,-0.12,+0.96,18.6,21.1,-2.5,-0.15,2195,gr GRE,"MF,DF",de Bundesliga,28-165,1996,16.5,3,0,0,9,12,0,58,14,14,1,0,0,60,11,7,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
